"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46"
"9ArrD 316 Git1GFPA_003","9ArrD 316 Git1GFPA_004","9ArrD 316 Git1GFPA_005","9ArrD 316 Git1GFPA_006","9ArrD 316 Git1GFPA_008","9ArrD Aiy1 Git1GFPA_003","9ArrD Aiy1 Git1GFPA_004","9ArrD Aiy1 Git1GFPA_005","9ArrD Aiy1 Git1GFPA_006","9ArrD Aiy1 Git1GFPA_007","9ArrD Aiy1 Git1GFPA_008","9ArrD Aly2 Git1GFPA_003","9ArrD Aly2 Git1GFPA_004","9ArrD Aly2 Git1GFPA_008","9ArrD Csr2 Git1GFPA_002","9ArrD Csr2 Git1GFPA_003","9ArrD Csr2 Git1GFPA_004","9ArrD Csr2 Git1GFPA_006","9ArrD Csr2 Git1GFPA_007","9ArrD Ecm21 Git1GFPA_003","9ArrD Ecm21 Git1GFPA_006","9ArrD Ecm21 Git1GFPA_007","9ArrD Ldb19 Git1GFPA_003","9ArrD Ldb19 Git1GFPA_005","9ArrD Ldb19 Git1GFPA_008","9ArrD Rod1 Git1GFPA_002","9ArrD Rod1 Git1GFPA_005","9ArrD Rod1 Git1GFPA_008","9ArrD Rod1 Git1GFPA_011","9ArrD Rog3 Git1GFPA_003","9ArrD Rog3 Git1GFPA_005","9ArrD Rog3 Git1GFPA_006","9ArrD Ylr392c Git1GFPA_003","9ArrD Ylr392c Git1GFPA_005","9ArrD Ylr392c Git1GFPA_007","9ArrDYgr068c Git1GFPA_005","9ArrDYgr068c Git1GFPA_006","9ArrDYgr068c Git1GFPA_007","WT 316 Git1GFPA_002","WT 316 Git1GFPA_003","WT 316 Git1GFPA_004","WT 316 Git1GFPA_005","WT 316 Git1GFPA_006","WT 316 Git1GFPA_007","WT 316 Git1GFPA_008","WT 316 Git1GFPA_009"
,"0.18431192","0.14321148","0.18756284","0.05825752","0.06722257","0.39832107","0.17419544","0.08650158","0.04021506","0.20490959","0.12104362","0.18574817","0.31540260",,"0.08501759","0.05872078","0.33269124",,"0.05132157","0.10838404","0.17870984","0.13184575","0.09498920","0.30872188",,"0.07138626",,,,,"0.20365864","0.07477039","0.09641795","0.24916299","0.14493803","0.09169287","0.18274290","0.05393872","0.19955653","0.17096524","0.10864122","0.06161533","0.33908896","0.32960786","0.12528918"
,"0.06134239","0.26028456",,"0.19192905",,"0.11448138","0.08303726","0.05656753","0.11937738","0.15634969","0.06234578","0.04206769","0.12884776",,"0.21078378",,"0.22693102",,"0.07596455","0.18367627","0.34643376","0.30367370","0.21764353","0.12303132",,"0.17137611",,,,,"0.31224451","0.41382739","0.06949035","0.15080773","0.06733348","0.09838063","0.18316657","0.04490174","0.05875788","0.12631941","0.19804691","0.19057711","0.10403018","0.15689958","0.26799300"
,"0.15393734","0.11274142",,"0.18958152",,"0.24750421","0.17843143","0.08994371","0.18592066","0.15513527","0.25000310","0.10824452",,,,,,,"0.25805782","0.05901565",,"0.11340717","0.16264159","0.12871413",,,,,,,"0.29787119","0.26604220",,"0.20588357",,"0.09757994","0.08961120","0.05606569","0.32581090","0.24970086","0.13587082","0.13620884","0.23907107","0.10211591","0.10406192"
,"0.41590130","0.03458871",,"0.07449129",,"0.07959940","0.26579784","0.05057855","0.06763009","0.30792100","0.03162116","0.10648066",,,,,,,,"0.06418844",,"0.06323511","0.23833463","0.09954422",,,,,,,,"0.16034373",,,,,"0.17816560","0.04406009","0.04143113","0.24077049","0.14175954","0.20845728","0.16741382","0.22814809","0.11149059"
,,"0.06928009",,,,"0.05150206","0.19486453","0.29443577","0.19267597","0.05187928","0.08141900","0.14916009",,,,,,,,"0.11376542",,"0.08863351","0.24646572","0.33588522",,,,,,,,"0.07730764",,,,,"0.25278566","0.04952754","0.19823583","0.17082034","0.11745672","0.09490331","0.19434591","0.07257687","0.19866497"
,,"0.28392453",,,,"0.18125213","0.14414030","0.13274025","0.14115976","0.13392462","0.05637279","0.26873008",,,,,,,,"0.08824039",,"0.22197211","0.30112844","0.06609132",,,,,,,,"0.19307302",,,,,"0.24287088","0.14960978","0.19776343","0.06789685","0.04648197","0.12688447","0.26664109","0.18735230","0.06030797"
,,"0.13234888",,,,"0.15563482","0.07008266","0.07362815","0.32242441","0.18381522","0.08871667","0.18421377",,,,,,,,"0.12906516",,"0.10527737","0.10492704","0.11107191",,,,,,,,"0.18608672",,,,,"0.17724676","0.06935547","0.16827465","0.13645105","0.05567656","0.18367569","0.11992255","0.08848691","0.07789207"
,,"0.19070470",,,,"0.20840057","0.16492290","0.27743687","0.16307848","0.11638557","0.09919715","0.15628150",,,,,,,,"0.24453606",,"0.09651421","0.17885602","0.11099328",,,,,,,,"0.14274826",,,,,"0.09420773","0.10937030","0.15222932","0.18433918","0.17921514","0.07515265","0.08670404","0.05716197","0.20934972"
,,"0.22215622",,,,"0.13982936","0.38866222","0.33334394",,"0.20242675","0.29238446","0.15176345",,,,,,,,"0.14474315",,"0.08164727","0.20442623","0.15060444",,,,,,,,"0.32282077",,,,,"0.04572803","0.08938364","0.12968278","0.20491545","0.07406668","0.08212537","0.14076632","0.09651899",
,,"0.14808148",,,,"0.04833823","0.24642146","0.17695666",,,"0.04782393","0.05486547",,,,,,,,"0.20153860",,"0.10382867","0.05612368","0.18615070",,,,,,,,,,,,,"0.29721219","0.16492267","0.13201011",,"0.11077529","0.06462452","0.10521648","0.05823325",
,,"0.08134887",,,,"0.08735118",,,,,"0.20262628","0.05140899",,,,,,,,"0.23247883",,"0.20829576","0.06471395","0.25885522",,,,,,,,,,,,,"0.13265468","0.16712583","0.08852730",,"0.18173739","0.04030109","0.14477154","0.18235860",
,,"0.29348782",,,,"0.04114753",,,,,"0.26928693","0.36323678",,,,,,,,,,"0.30812701","0.19550040","0.11871613",,,,,,,,,,,,,"0.19360879","0.03645348","0.17408603",,"0.05913808","0.23178060","0.10519995",,
,,"0.18502484",,,,"0.18539824",,,,,"0.25076595","0.28828516",,,,,,,,,,"0.14594063","0.15596016","0.06657807",,,,,,,,,,,,,"0.08694585","0.11109533","0.08751049",,"0.10044886","0.15865684","0.08159742",,
,,"0.12415367",,,,"0.05448893",,,,,"0.12370764","0.06626017",,,,,,,,,,"0.04919449","0.26731246","0.11799402",,,,,,,,,,,,,"0.32780874","0.11502883","0.14335320",,"0.18859173","0.09653762","0.09812241",,
,,"0.42349687",,,,"0.13964245",,,,,"0.09557685","0.21060711",,,,,,,,,,"0.16789361","0.35745409","0.20649109",,,,,,,,,,,,,"0.13541731","0.07978085",,,"0.12516164","0.13289625","0.07794486",,
,,"0.15639718",,,,"0.17416784",,,,,"0.05439075","0.32144717",,,,,,,,,,"0.10022214","0.07757058",,,,,,,,,,,,,,"0.21099465","0.08847820",,,"0.22783341",,"0.39507605",,
,,,,,,"0.09855998",,,,,,"0.15024875",,,,,,,,,,"0.06414965","0.37125222",,,,,,,,,,,,,,"0.25222850","0.10197901",,,"0.05790359",,"0.13538185",,
,,,,,,"0.10170178",,,,,,"0.05908028",,,,,,,,,,"0.19102842",,,,,,,,,,,,,,,"0.16591095","0.08080563",,,"0.04239020",,,,
,,,,,,"0.29653555",,,,,,"0.12332233",,,,,,,,,,"0.08066674",,,,,,,,,,,,,,,"0.30478480","0.06600326",,,,,,,
,,,,,,"0.16463743",,,,,,"0.06406879",,,,,,,,,,"0.20010006",,,,,,,,,,,,,,,"0.21956180","0.17515477",,,,,,,
,,,,,,"0.26146937",,,,,,"0.08083848",,,,,,,,,,"0.12366655",,,,,,,,,,,,,,,"0.36599056","0.07581032",,,,,,,
,,,,,,"0.13900200",,,,,,"0.07619879",,,,,,,,,,"0.06500703",,,,,,,,,,,,,,,,"0.09632601",,,,,,,
,,,,,,"0.06845554",,,,,,,,,,,,,,,,"0.10542540",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"0.05084365",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"0.2965513",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"0.1253288",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"0.05991624",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"0.2365714",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"0.293258",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"0.132727",,,,,,,,,,,,,,,,,,,,,,,
