"2","3","4","5","6","7","8","9","10","11","12"
"9ArrD 316","9ArrD Aiy1","9ArrD Aly2","9ArrD Csr2","9ArrD Ecm21","9ArrD Ldb19","9ArrD Rod1","9ArrD Rog3","9ArrD Ylr392c","9ArrDYgr068c","WT 316"
"0.23883314","0.22334822","0.12234837","0.06959779","0.05563380","0.28200580","0.02807052","0.12652327","0.36268737","0.10810326","0.20107462"
"0.19767887","0.05887499","0.22575349","0.07984660","0.10908520","0.12437007","0.16120967","0.06002866","0.24504275","0.07986954","0.07643140"
"0.28542185","0.07576596","0.04423214","0.27163141","0.05349554","0.04435212","0.09993921","0.16964118","0.20761483","0.06272289","0.12776839"
"0.09695334","0.05959528","0.10656748","0.09850996","0.23848644","0.09046730","0.11106959","0.10939459","0.15062451","0.10447700","0.08333759"
"0.12443874","0.06525901","0.19052441","0.27414747","0.24488844","0.33608613","0.06339014","0.07665482","0.08119379","0.17374974","0.14375333"
"0.23298440","0.10568471","0.19213669","0.12929434","0.07674437","0.30521389","0.15589182","0.34752054","0.31895048","0.15145542","0.06670224"
"0.12942477","0.16657769","0.11005997","0.11065120","0.21051177","0.07173125","0.27932718","0.41283610","0.06180376","0.12536892","0.08486626"
"0.07491796","0.14875830","0.10892799","0.23290870","0.24364036","0.11940040","0.20638899","0.04759647","0.10490276","0.06843674","0.08548576"
"0.06623507","0.13328884","0.12219328","0.05263285","0.21603199","0.05105716","0.32190840","0.05846629","0.11957589","0.26693341","0.05299198"
"0.17162332","0.13659484","0.07621034","0.28888643","0.18912367","0.11315787","0.04832720","0.10798321","0.04742820","0.10905529","0.09750335"
"0.15435868","0.14658903","0.33944089","0.19803288","0.26100380","0.04590441","0.09253442","0.33992245","0.09728584","0.16456515","0.04388282"
"0.17858765","0.12813856","0.21439542","0.06333600","0.30783775","0.07724097","0.27635533","0.19889493","0.21338976","0.25833830","0.09626333"
"0.16736570","0.22037123","0.09188839","0.08901405","0.11461046","0.11706961","0.13990350","0.12756649","0.16984588","0.33971336","0.12665266"
"0.19455468","0.45398251","0.05825954","0.05248025","0.13510547","0.09057126","0.18401047","0.06185638","0.09177711","0.22730449","0.22500990"
"0.18908585","0.27778230","0.15541757","0.17490949","0.27637371","0.08515036","0.08421754","0.05539717","0.06229609","0.16357644","0.13231823"
"0.09145890","0.12530742","0.04382575","0.04023200","0.28133775","0.04602276","0.03995996","0.04409704","0.07822224","0.12184833","0.16456897"
"0.22238550","0.27840235","0.14361142","0.09203930","0.11304920","0.13816961","0.27991359","0.06505198","0.12956626","0.08369033","0.05519642"
"0.14413742","0.15724905","0.05272867","0.18330823","0.10472228","0.03639578","0.36755643","0.09394505","0.33016711","0.25637647","0.25377005"
"0.07244793","0.35746694","0.08414064","0.05329912","0.32178423","0.11175771","0.15753613","0.17376984","0.18325454","0.03741978","0.19648155"
"0.28915550","0.44870695","0.10683079","0.06569269","0.16164429","0.05493553","0.21995420","0.14493309","0.17552978","0.13854741","0.12194572"
"0.27608432","0.34036290","0.06451051","0.37445848","0.08362984","0.10612654","0.07017567","0.15932338","0.19058206","0.23593284","0.25399259"
"0.12334487","0.22826408","0.09856701","0.12924750","0.10059582","0.08669421","0.17938884","0.17133285","0.22296117","0.21242008","0.16655218"
"0.04429303","0.07165655","0.07255375","0.25854162","0.06823228","0.09819925","0.21408208","0.10780154","0.18319596","0.04034179","0.10763539"
"0.04163029","0.03729185","0.27160958","0.08257685","0.07730827","0.25619047","0.04750764","0.07393005","0.06639794","0.05136159","0.12343595"
"0.09718778","0.09022329","0.09741577","0.10956434","0.05125762","0.04188485","0.25914740","0.22143996","0.09149283","0.16546484","0.19328453"
"0.11879432","0.16590644","0.29911903","0.11743864","0.04133692","0.17571160","0.06149172","0.28930949","0.06252872","0.19020791","0.10454340"
"0.08121230","0.07723685","0.21335610","0.12641804","0.10438446","0.17606164","0.11134913","0.12465259","0.24595892","0.15792060","0.14249187"
"0.06965969","0.34621607","0.09985980","0.30051336","0.04686468","0.21182757","0.07234214","0.21704273","0.32550807","0.15934245","0.16963446"
"0.07801061","0.17677577","0.03848664","0.13840263","0.13176999","0.15824751","0.05829833","0.20973048","0.12867416","0.08027754","0.04822175"
"0.09328546","0.21050422","0.07472810","0.18287326","0.05303398","0.24016309","0.05503473","0.12803114","0.08827069","0.09360027","0.07981898"
