"CellID","vacuoles","cell_area","vac_area","PM_vac_ratio","cell_mpi","vac_mpi","pm_center_x","pm_center_y"
1,54,433,348,2.99439865095989,0.246293581819281,0.0822514336026463,95.284064665127,24.0092378752887
2,55,361,175,2.97709290270588,0.208179554305527,0.0699271272711419,155.969529085873,32.1274238227147
3,56,427,332,3.27072801557311,0.206184835355332,0.0630394317025483,57.7423887587822,38.5175644028103
4,57,306,60,2.18550168435828,0.0573168256646775,0.0262259352508838,340.68954248366,66.718954248366
5,58,567,410,2.58266449915812,0.161501945256173,0.0625330720691048,221.019400352734,79.4303350970018
6,59,390,430,2.55439123644966,0.197877587431261,0.0774656538934459,22.0282051282051,80.174358974359
7,60,733,304,2.60708356741913,0.211314325338376,0.0810539132612331,387.472032742156,97.3601637107776
8,61,279,100,1.99424371074866,0.162471447444018,0.0814702067597467,121.856630824373,88.6702508960574
9,62,235,186,1.69811272621081,0.145559186337007,0.0857182118067092,54.536170212766,87.663829787234
10,63,715,421,3.06823269753143,0.242267021145483,0.0789597938058611,105.295104895105,112.446153846154
11,64,343,248,3.11238637768266,0.0540117770287659,0.0173538148785308,258.489795918367,114.043731778426
12,65,311,387,2.04229281466966,0.0695038634518704,0.0340322714512966,52.8906752411576,136.778135048232
13,66,335,290,2.71337477619643,0.145229722297189,0.053523650168507,229.770149253731,152.841791044776
14,67,875,596,2.42130270621865,0.126247340025504,0.0521402547898131,390.650285714286,166.124571428571
15,68,290,103,2.47264480057361,0.0405888403932618,0.0164151520605976,476.575862068966,160.786206896552
16,69,344,210,2.48048634764608,0.317521393680991,0.128007716705359,328.296511627907,181.718023255814
17,70,384,230,2.73832615869533,0.221739735128812,0.0809763783706682,66.7057291666667,199.372395833333
18,71,878,457,2.84858280671508,0.353499017113914,0.124096451147777,465.5284738041,205.29840546697
19,72,344,208,2.14552973885968,0.0859297623673485,0.0400506041985786,267.311046511628,214.497093023256
20,73,516,414,1.80115966422074,0.371464298324524,0.206236185332984,312.467054263566,221.021317829457
21,74,168,175,1.60222033641937,0.0474126875133971,0.0295918647614688,350.017857142857,212.333333333333
22,75,269,110,2.09563289279291,0.0734777494814627,0.0350623192326099,151.360594795539,217.197026022305
23,76,618,429,1.97494633291829,0.0840174831848295,0.0425416538082231,368.645631067961,243.600323624595
24,77,467,202,1.84007696095187,0.20328614636016,0.110476980405754,233.552462526767,246.734475374732
25,78,302,187,2.14066072865888,0.121680089048014,0.0568423045366215,158.473509933775,247.741721854305
26,79,400,93,2.92024083619702,0.0501947051194018,0.0171885498268593,278.6725,262.21
27,80,788,391,2.06740500612715,0.120905305376017,0.0584816738944188,35.2715736040609,293.176395939086
28,81,262,176,2.81141530585612,0.0695285486398795,0.0247307996421066,203.729007633588,283.232824427481
29,82,375,176,3.47200488957777,0.136917128252079,0.0394346012193346,242.645333333333,288.725333333333
30,83,556,205,2.25194141826626,0.0497956773057178,0.0221123324531483,478.007194244604,310.728417266187
31,84,765,625,3.27867659040318,0.150314889364611,0.0458462081330587,108.918954248366,322.713725490196
32,85,476,244,2.83181914877992,0.192518238698546,0.0679839455077815,361.737394957983,321.033613445378
33,86,210,176,1.89816638169919,0.0398750940064742,0.0210071648043724,213.380952380952,319.828571428571
34,87,269,36,1.40811150907416,0.115867822835382,0.0822859710248129,315.527881040892,319.115241635688
35,88,421,168,2.42010157470268,0.0733960403019402,0.0303276693297293,287.116389548694,340.180522565321
36,89,1068,250,1.83145872663713,0.185686523111846,0.101387227793442,132.676029962547,364.611423220974
37,90,525,362,2.93760953035718,0.0807958524525245,0.0275039455099741,322.337142857143,364.96380952381
38,91,350,208,3.07492727569675,0.111482152394032,0.0362552159445041,198.754285714286,361.082857142857
39,92,419,214,3.16710268081466,0.308721878469356,0.0974776979412442,390.062052505967,375.038186157518
40,93,288,31,2.05688529111371,0.123031321261752,0.0598143813820244,491.5625,378.555555555556
41,94,239,95,1.95498823325428,0.128714127332388,0.0658388245734501,438.882845188285,384.435146443515
42,95,598,288,3.09914513178702,0.099544219650303,0.032119896105964,209.97491638796,413.389632107023
43,96,362,67,2.03119738734927,0.335885215061582,0.165363158279716,391.538674033149,410.983425414365
44,97,876,216,3.15014905076739,0.0660913179300823,0.0209803780281388,472.788812785388,431.804794520548
45,98,596,212,2.99235251046874,0.111071905324426,0.0371185897837374,332.593959731544,424.605704697987
46,99,506,97,2.06041499702451,0.110993280903817,0.0538693811994692,263.634387351779,430.792490118577
47,100,629,483,2.01526221127089,0.150604435572055,0.0747319305298139,138.306836248013,458.888712241653
48,101,391,110,4.31664430225241,0.186150700988149,0.0431239379373964,302.552429667519,456.72378516624
49,102,741,369,2.95739999310162,0.258855221226473,0.0875279711335209,59.7921727395412,467.473684210526
50,103,357,142,2.84962624861753,0.11871613068818,0.041660246057101,197.985994397759,465.005602240896
51,104,232,45,2.17910312029872,0.0665780722593613,0.0305529699990675,489.116379310345,462.935344827586
52,105,359,162,2.88813069099304,0.117994020928662,0.0408548066389932,248.306406685237,475.206128133705
53,106,320,258,2.51942419806664,0.206491092545968,0.0819596369299085,421.934375,490.171875
