"2","3","4","5","6","7","8","9","10","11","12"
"9ArrD 316","9ArrD Aiy1","9ArrD Aly2","9ArrD Csr2","9ArrD Ecm21","9ArrD Ldb19","9ArrD Rod1","9ArrD Rog3","9ArrD Ylr392c","9ArrDYgr068c","WT 316"
"0.07724312","0.09922577","0.10031732","0.02355194","0.01887998","0.10459088","0.00796060","0.04371677","0.16210740","0.03291247","0.16541695"
"0.06909259","0.02498992","0.17110604","0.03321010","0.04066445","0.04264094","0.05089643","0.02222682","0.08871432","0.03131774","0.06615047"
"0.12857528","0.02857016","0.03088355","0.08503967","0.01861578","0.02070150","0.05667609","0.06799061","0.08668828","0.03042205","0.06847588"
"0.03623397","0.04004299","0.12480808","0.03610942","0.07785720","0.03921896","0.03033574","0.05319776","0.05177660","0.03217256","0.07403583"
"0.03964693","0.03200885","0.17110604","0.10556047","0.07874382","0.14277530","0.02051040","0.02482503","0.04266955","0.06251007","0.13189224"
"0.10203139","0.06720521","0.17618754","0.04645814","0.02248845","0.16819186","0.04689318","0.17164842","0.11171086","0.07930509","0.04001669"
"0.04576375","0.09170014","0.07297610","0.03347139","0.06411465","0.06453916","0.07259642","0.26873052","0.02646033","0.04808141","0.06859754"
"0.03016925","0.14437379","0.07269625","0.06616206","0.06980738","0.04097695","0.07359700","0.03186054","0.05897540","0.04994534","0.06694243"
"0.02659558","0.04568721","0.08894010","0.02325998","0.05802988","0.02650959","0.11611424","0.02551150","0.03939892","0.07711365","0.03660037"
"0.05958888","0.07732136","0.08703394","0.12141194","0.05868230","0.04067570","0.01636730","0.03968476","0.02084257","0.03526608","0.06874925"
"0.06262283","0.06051001","0.26309682","0.06286410","0.08981882","0.01779663","0.02538845","0.14044085","0.03243273","0.05875384","0.04044617"
"0.07775432","0.11123911","0.21703620","0.03287717","0.10973675","0.03462690","0.09894787","0.13921287","0.07400722","0.08771578","0.07672775"
"0.05013955","0.08502954","0.07000383","0.03177773","0.05939422","0.05578280","0.14128498","0.03912286","0.05265651","0.10845908","0.07076305"
"0.06435156","0.47580569","0.05117033","0.02931664","0.03670784","0.04611504","0.06209875","0.02057825","0.04157389","0.06635066","0.13885761"
"0.07240462","0.16128786","0.17257056","0.05633232","0.09081989","0.04471009","0.02857739","0.02381662","0.02237141","0.05090865","0.09052581"
"0.10552249","0.04210341","0.03638080","0.01531658","0.12082652","0.01899093","0.01009602","0.01602642","0.02950532","0.04734835","0.12004067"
"0.07317299","0.11333218","0.06638225","0.03365167","0.03658269","0.05385708","0.10390863","0.04303815","0.04159195","0.03679154","0.04155580"
"0.05565039","0.08073981","0.04758010","0.06508340","0.03118393","0.02322849","0.12533913","0.03078908","0.12078738","0.07459031","0.23742216"
"0.03732210","0.19708451","0.12732041","0.01515349","0.12353323","0.04008783","0.09919467","0.06998662","0.06917518","0.01669337","0.15905131"
"0.12416130","0.47881344","0.09526074","0.03215593","0.04778599","0.02536604","0.07037840","0.03752740","0.05730914","0.05243089","0.08381107"
"0.10220748","0.18828872","0.10335538","0.22292515","0.02544017","0.04072334","0.01961633","0.07093682","0.05878515","0.08430976","0.12531130"
"0.05260022","0.21941298","0.09526074","0.03603904","0.06634550","0.03083412","0.06671391","0.05352567","0.07352418","0.07692555","0.10436995"
"0.01770455","0.03414455","0.06338322","0.25619150","0.02292773","0.03452661","0.08643215","0.03151555","0.05423126","0.01464607","0.12652345"
"0.01663669","0.02372168","0.10810974","0.04323856","0.02104714","0.09100789","0.01921111","0.02392561","0.03042346","0.02490734","0.12180012"
"0.03679270","0.03611057","0.11536659","0.03581032","0.02046330","0.01843223","0.10608907","0.08493385","0.03886203","0.03993887","0.13223150"
"0.03607633","0.05866852","0.13206127","0.04542707","0.02292579","0.06834987","0.02347293","0.08617492","0.02845284","0.05718609","0.07004027"
"0.03093890","0.04013755","0.09512348","0.04289713","0.03123633","0.06497096","0.03707738","0.04294506","0.07651999","0.05645420","0.08978448"
"0.03800768","0.16083979","0.20311569","0.11743198","0.04444142","0.09830092","0.02859610","0.06206330","0.24829102","0.06041070","0.10391643"
"0.03371670","0.06580149","0.01686476","0.03799725","0.04370503","0.06029178","0.02271408","0.08691205","0.03916154","0.02721064","0.02792195"
"0.03581399","0.09336211","0.07231558","0.06621707","0.01649457","0.12759843","0.02228292","0.04750437","0.03883213","0.03481777","0.04433715"
