"CellID","vacuoles","cell_area","vac_area","PM_vac_ratio","cell_mpi","vac_mpi","pm_center_x","pm_center_y"
1,61,400,344,0.697787546553778,0.177561760891127,0.254463929269111,177.11,22.945
2,62,246,341,1.14398348204181,0.19453534727611,0.170050835811806,135.80081300813,27.8861788617886
3,63,344,373,1.48721149582148,0.10409301083568,0.0699920698085934,465.886627906977,35.0029069767442
4,64,292,158,1.5990581574806,0.137795343071934,0.0861728151833062,396.373287671233,35.6335616438356
5,65,789,321,1.37326882190642,0.190150678489798,0.138465736246618,229.278833967047,50.4169835234474
6,66,398,352,0.889838491819915,0.241123869135868,0.270974869431324,427.535175879397,50.3743718592965
7,67,465,580,0.976321244612909,0.193761455546613,0.1984607593205,168.279569892473,63.2322580645161
8,68,352,194,0.964721476985582,0.10008691573552,0.103746955077911,294.190340909091,64.0965909090909
9,69,276,193,1.5731502857521,0.0507691431616915,0.0322722778754856,459.666666666667,73.1739130434783
10,70,271,229,2.14599725156841,0.127029611793028,0.0591937439342889,388.734317343173,67.3579335793358
11,71,315,246,1.02166845802913,0.0990633624829093,0.0969623381287601,43.4507936507936,91.7269841269841
12,72,444,269,2.68624809931334,0.111575755201299,0.0415359084776346,455.423423423423,118.254504504505
13,73,382,376,1.84618256151362,0.0820259107778626,0.0444300106001503,300.759162303665,160.120418848168
14,74,397,353,0.758394404763617,0.170283919662211,0.224532141314104,105.916876574307,164.730478589421
15,75,365,30,1.22247925334107,0.229538581809783,0.187764807609166,211.753424657534,160.871232876712
16,76,457,202,1.3045891821998,0.231198956777068,0.177219740843795,34.164113785558,172.794310722101
17,77,395,367,0.677651105969774,0.144949157518497,0.21389938899467,145.291139240506,183.567088607595
18,78,441,240,1.369558408991,0.335778133129603,0.245172554105948,248.721088435374,186.897959183673
19,79,393,367,0.994837513895385,0.212795136371199,0.21389938899467,147.371501272265,185.791348600509
20,80,768,309,0.996161125206595,0.157718581514967,0.158326376651425,181.908854166667,215.59375
21,81,255,112,1.58624560338583,0.0472470779721059,0.0297854745010845,428.286274509804,208.949019607843
22,82,343,79,0.881784228967003,0.193995374692401,0.220003225641338,62.0408163265306,210.594752186589
23,83,303,316,2.20942727147594,0.104302716836115,0.0472080335853003,92.4950495049505,219.749174917492
24,84,551,410,0.97007392848639,0.239130307754532,0.246507302930663,308.774954627949,245.395644283122
25,85,442,291,1.15921784761613,0.111416406624625,0.096113432737209,392.115384615385,244.296380090498
26,86,438,247,0.997728654111189,0.178263488470206,0.178669308269,224.965753424658,243.495433789954
27,87,264,323,1.29053051084595,0.0492282056083841,0.0381457123211405,23.6666666666667,244.018939393939
28,88,302,190,1.90574988134122,0.156648411419609,0.0821977810169737,144.08940397351,240.605960264901
29,89,540,326,1.77396007384009,0.203555888993441,0.114746601118707,80.1462962962963,262.709259259259
30,90,257,141,1.05140094407411,0.119315873331119,0.113482752705906,117.482490272374,250.365758754864
31,91,251,410,0.977992166178979,0.241082211172097,0.246507302930663,307.717131474104,248.609561752988
32,92,216,291,1.0224495774599,0.0982711386903803,0.096113432737209,396.708333333333,248.703703703704
33,93,430,279,1.14123039314956,0.25198755857424,0.220803406645003,179.081395348837,256.823255813953
34,94,307,212,2.95989507726183,0.0378168266254524,0.0127764078247113,479.302931596091,257.973941368078
35,95,305,251,1.01690021211916,0.0454467203734208,0.0446914257975347,432.613114754098,263.449180327869
36,96,216,279,1.01941169989243,0.225089576110023,0.220803406645003,176.708333333333,259.564814814815
