"CellID","vacuoles","cell_area","vac_area","PM_vac_ratio","cell_mpi","vac_mpi","pm_center_x","pm_center_y"
1,41,408,478,2.68892698581599,0.179388838773474,0.0667139121737945,53.7205882352941,32.343137254902
2,42,366,372,2.47688027612652,0.214082076027451,0.0864321453446447,393.521857923497,35.9207650273224
3,43,300,320,2.47292560232989,0.0475076422267999,0.0192111085679408,154.076666666667,58.79
4,44,454,298,2.44273425534356,0.259147397109995,0.106089066603582,37.920704845815,84.1960352422907
5,45,293,402,2.61968665295421,0.0614917230221925,0.0234729306090286,374.085324232082,87.1126279863481
6,46,381,298,3.00315563786125,0.111349127822744,0.0370773750181137,439.48031496063,91.4540682414698
7,47,312,221,2.52979073507113,0.0723421424840514,0.0285960974878886,242.974358974359,95.150641025641
8,48,389,548,2.56661584377443,0.0582983287840658,0.02271408435566,152.838046272494,99.1285347043702
9,49,231,180,2.46981706244573,0.0550347340917265,0.0222829192204335,272.264069264069,109.61038961039
10,50,357,342,2.44556776770477,0.177348473531474,0.0725183230959574,491.616246498599,112.428571428571
11,51,388,366,2.83195324747165,0.156579234044294,0.0552901903250297,317.724226804124,120.260309278351
12,52,300,199,2.43979219079668,0.0700482185091936,0.0287107315014072,365.596666666667,130.673333333333
13,53,343,280,2.72927444094223,0.115934000059168,0.04247795616301,444.801749271137,131.381924198251
14,54,446,437,2.47056358781451,0.294302397548156,0.119123587427474,88.4596412556054,156.152466367713
15,55,362,314,2.2312397510079,0.312081393814701,0.139869054266233,346.685082872928,160.950276243094
16,56,333,293,2.80977777367871,0.0660363270113785,0.0235023309067322,382.570570570571,168.171171171171
17,57,596,161,2.14487132435461,0.0723937155359885,0.0337520086701573,32.9731543624161,196.937919463087
18,58,327,184,1.81900661901707,0.36967192402967,0.203227366060618,445.311926605505,175.990825688073
19,59,172,34,1.96017997582123,0.15738164055777,0.0802893828623232,303.255813953488,175.831395348837
20,60,586,445,2.11386509823471,0.109637061820651,0.0518656852380076,463.773037542662,199.162116040956
21,61,293,45,1.61353953148975,0.227282245815552,0.140859422022159,326.784982935154,187.071672354949
22,62,467,212,2.70182234926583,0.129241138126986,0.0478348023740735,118.002141327623,237.066381156317
23,63,384,256,2.85660625011697,0.17893138367539,0.0626377484359503,37.5416666666667,308.041666666667
24,64,783,571,2.23566980070452,0.296469251365687,0.132608693498594,180.865900383142,337.789272030651
25,65,282,48,1.92163930937601,0.0965010305250781,0.050218076854607,92.3404255319149,339.329787234043
26,66,382,390,2.9353728335664,0.117139276922088,0.0399060983267896,132.641361256545,350.34554973822
27,67,292,166,2.7398499699799,0.0518996437122901,0.0189425130138315,357.178082191781,350.982876712329
28,68,343,226,2.65974187431667,0.0547483473656277,0.0205840829496635,398.915451895044,356.851311953353
29,69,791,491,3.01580890713544,0.131990365789234,0.0437661568930788,33.7218710493047,397.726927939317
30,70,252,55,2.11060963003918,0.121793698023957,0.0577054592618795,100.900793650794,386.380952380952
31,71,334,186,2.73670229006848,0.203884883014927,0.0745002055045691,188.077844311377,389.634730538922
32,72,446,114,2.00841561308366,0.221716906825196,0.110393937081966,136.715246636771,392.466367713005
33,73,340,211,2.76826850404342,0.197631351006871,0.0713916842669721,214.894117647059,410.658823529412
34,74,557,217,3.05106522518408,0.281305218927926,0.0921990184300154,103.393177737882,424.425493716338
35,75,235,43,2.7105360458522,0.0355456642463261,0.0131138873068004,276.195744680851,422.842553191489
36,76,346,40,2.68450050836994,0.0570325788937738,0.0212451361867704,467.442196531792,431.803468208093
37,77,220,50,2.25222301497645,0.0567504525687176,0.0251975280384527,224.063636363636,450.804545454545
38,78,350,244,2.68250695522493,0.0675084851061047,0.0251661920110265,397.768571428571,469.028571428571
39,79,315,202,2.65319860566309,0.0713862579186452,0.0269057347483432,205.022222222222,476.330158730159
40,80,419,36,2.4188232038087,0.171376114313746,0.0708510295601163,427.248210023866,493.1861575179
