"CellID","vacuoles","cell_area","vac_area","PM_vac_ratio","cell_mpi","vac_mpi","pm_center_x","pm_center_y"
1,42,749,334,2.03682713141154,13444.8130841121,6600.86115152775,251.781041388518,44.9732977303071
2,43,287,396,2.56361357075837,3695.48780487805,1441.51515151515,306.268292682927,28.7456445993031
3,44,509,812,2.68504169474857,5896.02750491159,2195.87931034483,373.127701375246,43.1277013752456
4,45,148,78,1.35319731141346,2806.75675675676,2074.16666666667,89.4797297297297,36.4662162162162
5,46,357,237,2.57284039321657,18615.2492997199,7235.29113924051,188.761904761905,53.0280112044818
6,47,382,267,2.18450980254211,4519.59947643979,2068.93073731248,414.479057591623,62.0994764397906
7,48,524,423,2.78198840187405,4300.03625954198,1545.67008857597,293.86641221374,81.8511450381679
8,49,365,284,2.34668750752811,8338.31780821918,3553.22887323944,112.2,78.9205479452055
9,50,220,104,1.4240447991882,3709.55454545455,2604.94230769231,146.836363636364,77.9181818181818
10,51,272,146,2.0401559431433,11159.3455882353,5469.84931506849,458.522058823529,101.860294117647
11,52,442,368,2.3115956538751,11076.5633484163,4791.73913043478,132.31221719457,114.622171945701
12,53,402,261,3.0939682820253,9290.93781094527,3002.91954022989,189.597014925373,114.888059701493
13,54,510,184,2.21017250997984,6254.98039215686,2830.08695652174,60.3058823529412,121.892156862745
14,55,229,120,1.76571139027706,2332.40174672489,1320.94166666667,374.445414847162,126.10480349345
15,56,983,651,3.54842610957564,14734.6714140387,4152.45265338238,288.557477110885,135.971515768057
16,57,742,559,3.80247292108723,15933.1684636119,4190.21221038864,406.436657681941,194.076819407008
17,58,693,544,3.13410461357798,5873.95238095238,1874.20431197621,212.008658008658,195.94227994228
18,59,626,372,3.20818129666317,16710.9185303514,5208.84482050078,254.579872204473,194.4696485623
19,60,370,343,3.43286613928459,3386.66756756757,986.542274052478,165.745945945946,206.32972972973
20,61,283,104,2.08945215313998,12495.8480565371,5980.44230769231,376.837455830389,204.134275618375
21,62,376,213,2.09455270695345,3431.55585106383,1638.32394366197,119.351063829787,218.367021276596
22,63,325,176,2.69797234618912,14226.1169230769,5272.89204545455,250.236923076923,238.889230769231
23,64,275,149,3.0367653712809,3746.81818181818,1233.81879194631,488.385454545455,245.727272727273
24,65,383,409,3.41237560578333,4260.73890339426,1248.61369193154,322.302872062663,260.856396866841
25,66,1081,700,3.53918303736169,8370.54301572618,2365.1059940562,63.5633672525439,266.268270120259
26,67,319,155,3.34591823308008,5583.51724137931,1668.75483870968,172.272727272727,260.655172413793
27,68,625,319,2.86896917330244,5409.5392,1885.53409717301,433.6832,271.208
28,69,703,185,2.90042521116923,8315.58179231864,2867.02162162162,270.251778093883,283.48506401138
29,70,408,131,2.41205728279772,3730.45833333333,1546.58778625954,222.112745098039,285.634803921569
30,71,523,419,2.69806771993889,3077.80114722753,1140.74273395081,172.713193116635,315.919694072658
31,72,889,446,3.22256033020477,11091.7919010124,3441.91908435351,120.508436445444,361.562429696288
32,73,443,331,3.8967367402545,6279.18510158014,1611.39577039275,415.158013544018,344.503386004515
33,74,797,567,3.36383020067843,10137.964868256,3013.81587757054,264.607277289837,353.828105395232
34,75,295,159,2.46101564728702,2539.0406779661,1031.70440251572,19.5016949152542,359.115254237288
35,76,660,308,2.16402672568104,3779.77272727273,1746.63865395803,399.260606060606,384.195454545455
36,77,854,180,2.65829542139171,7450.27166276347,2802.65,120.474238875878,434.087822014052
37,78,1589,332,1.48008465220965,20651.9893014475,13953.2487352096,328.081183134047,453.855884203902
38,79,713,491,2.92027651937614,11580.4642356241,3965.53687939732,61.9929873772791,461.625525946704
39,80,411,206,3.06749359255999,13346.7688564477,4351.03398058252,418.875912408759,454.61800486618
40,81,178,162,1.10595635584418,20462.9438202247,18502.487654321,297.477528089888,447.702247191011
41,82,171,28,1.01033215005346,19520.9883040936,19321.3571428571,324.818713450292,483.461988304094
