"CellID","vacuoles","cell_area","vac_area","PM_vac_ratio","cell_mpi","vac_mpi","pm_center_x","pm_center_y"
1,41,525,460,2.55082058864368,24228.0266666667,9498.13043478261,83.9561904761905,53.2
2,42,402,88,2.72397394915354,24049.8731343284,8828.96590909091,120.616915422886,70.047263681592
3,43,358,340,2.8536394874627,13282.5,4654.58235294118,157.22905027933,73.3268156424581
4,44,283,114,2.03404155081374,16827.2332155477,8272.80701754386,35.9505300353357,72.9293286219081
5,45,351,146,2.57221691089805,10315.9287749288,4010.52054794521,304.786324786325,82.6581196581197
6,46,388,400,2.49068001488763,3743.52319587629,1503.0125,361.636597938144,91.9690721649485
7,47,445,306,2.80688206365297,16142.6539325843,5751.09803921569,237.566292134831,106.923595505618
8,48,592,239,2.34413421481017,4955.74493243243,2114.10460251046,127.353040540541,124.817567567568
9,49,404,182,3.00069442649715,14167.6138613861,4721.44505494505,393.049504950495,127.022277227723
10,50,292,229,2.31381472869921,4262.17808219178,1842.05676855895,198.102739726027,126.75
11,51,549,205,2.4846032670371,8839.41530054645,3557.67675983437,283.970856102004,145.754098360656
12,52,456,245,3.4168586525977,14998.9495614035,4389.68979591837,227.75,151.125
13,53,464,359,3.33134055700297,12133.6702586207,3642.27855153203,365.303879310345,161.426724137931
14,54,367,50,2.19963580491695,17996.4523160763,8181.56,477.544959128065,167.716621253406
15,55,337,244,2.85457587275116,5826.76261127596,2041.20081967213,135.344213649852,189.86943620178
16,56,385,293,2.8960195721647,9937.6961038961,3431.50170648464,277.984415584416,213.805194805195
17,57,231,162,2.44755594730096,2044.20779220779,835.203703703704,455.562770562771,217.61038961039
18,58,321,122,2.06126541361698,4816.38317757009,2336.61475409836,141.320872274143,227.233644859813
19,59,489,221,3.5840890091383,14643.7443762781,4085.76470588235,401.760736196319,247.873210633947
20,60,399,387,2.75720691728875,6213.34085213033,2253.49095607235,77.1528822055138,259.751879699248
21,61,318,104,1.87434178964913,9957.11635220126,5312.32692307692,147.792452830189,271.490566037736
22,62,634,289,2.62499996668591,17213.7302839117,6557.61161995145,263.526813880126,279.315457413249
23,63,294,121,1.56226871357066,4169.65646258503,2668.97520661157,41.3537414965986,275.836734693878
24,64,484,301,3.54154556613248,17445.8181818182,4926.04651162791,425.307851239669,287.105371900826
25,65,415,375,2.56854452061579,11497.1614457831,4476.13866666667,187.956626506024,293.930120481928
26,66,1285,672,2.93325975215058,14700.3214007782,5011.59891823435,313.844357976654,317.266147859922
27,67,339,258,2.15855948397882,3961.99410029499,1835.48062015504,464.277286135693,324.362831858407
28,68,181,26,1.85008364928589,6334.82872928177,3424.07692307692,68.8674033149171,323.696132596685
29,69,397,329,2.78197591641456,4674.43828715365,1680.25835866261,428.027707808564,344.841309823678
30,70,345,216,2.94749566798434,10011.8376811594,3396.72685185185,76.5217391304348,348.971014492754
31,71,632,340,2.72277342024426,15860.2294303797,5825.02727272727,226.936708860759,366.71835443038
32,72,315,184,2.09232475815705,5378.73015873016,2570.69565217391,279.32380952381,370.31746031746
33,73,574,381,2.53057345999605,4569.06445993031,1805.54507986401,387.37456445993,382.031358885017
34,74,668,450,2.85996943909697,9909.13323353293,3464.76892307692,59.2574850299401,402.510479041916
35,75,441,355,2.21295401822863,24301.1088435374,10981.2985915493,163.69387755102,407.598639455782
36,76,374,180,1.8662411467154,18879.3101604278,10116.2222222222,122.681818181818,405.70320855615
37,77,373,314,2.99590931271681,6266.87935656836,2091.81210191083,265.809651474531,420.914209115281
38,78,749,295,1.86728506314194,17001.0987983979,9104.71525423729,179.182910547397,452.192256341789
39,79,395,303,2.27023434352841,11711.7493670886,5158.82838283828,138.974683544304,490.516455696203
40,80,315,266,2.07425541533639,22703.5365079365,10945.3909774436,39.615873015873,496.64126984127
