"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46"
"9ArrD 316 Git1GFPA_003","9ArrD 316 Git1GFPA_004","9ArrD 316 Git1GFPA_005","9ArrD 316 Git1GFPA_006","9ArrD 316 Git1GFPA_008","9ArrD Aiy1 Git1GFPA_003","9ArrD Aiy1 Git1GFPA_004","9ArrD Aiy1 Git1GFPA_005","9ArrD Aiy1 Git1GFPA_006","9ArrD Aiy1 Git1GFPA_007","9ArrD Aiy1 Git1GFPA_008","9ArrD Aly2 Git1GFPA_003","9ArrD Aly2 Git1GFPA_004","9ArrD Aly2 Git1GFPA_008","9ArrD Csr2 Git1GFPA_002","9ArrD Csr2 Git1GFPA_003","9ArrD Csr2 Git1GFPA_004","9ArrD Csr2 Git1GFPA_006","9ArrD Csr2 Git1GFPA_007","9ArrD Ecm21 Git1GFPA_003","9ArrD Ecm21 Git1GFPA_006","9ArrD Ecm21 Git1GFPA_007","9ArrD Ldb19 Git1GFPA_003","9ArrD Ldb19 Git1GFPA_005","9ArrD Ldb19 Git1GFPA_008","9ArrD Rod1 Git1GFPA_002","9ArrD Rod1 Git1GFPA_005","9ArrD Rod1 Git1GFPA_008","9ArrD Rod1 Git1GFPA_011","9ArrD Rog3 Git1GFPA_003","9ArrD Rog3 Git1GFPA_005","9ArrD Rog3 Git1GFPA_006","9ArrD Ylr392c Git1GFPA_003","9ArrD Ylr392c Git1GFPA_005","9ArrD Ylr392c Git1GFPA_007","9ArrDYgr068c Git1GFPA_005","9ArrDYgr068c Git1GFPA_006","9ArrDYgr068c Git1GFPA_007","WT 316 Git1GFPA_002","WT 316 Git1GFPA_003","WT 316 Git1GFPA_004","WT 316 Git1GFPA_005","WT 316 Git1GFPA_006","WT 316 Git1GFPA_007","WT 316 Git1GFPA_008","WT 316 Git1GFPA_009"
" 2347.070"," 9270.579"," 2175.360"," 2482.153"," 4008.433"," 6118.486"," 6781.126","12463.294"," 8666.821"," 3865.055"," 2120.325"," 4739.202"," 7437.092"," 7004.855"," 4339.536"," 3132.746"," 1508.353"," 3942.003"," 8907.840"," 1080.972"," 1958.711"," 3396.727"," 8362.163"," 2562.743"," 1449.132",," 3781.727"," 6385.757"," 1412.834"," 3113.199"," 1997.723"," 1140.743"," 2544.864","13893.668"," 2857.238"," 2281.783"," 9194.025"," 2851.237"," 2905.635"," 2953.515"," 3686.217"," 3184.918"," 4173.088"," 1846.951"," 7602.312","11752.850"
" 3063.646"," 4420.205"," 2781.523"," 3044.994"," 2575.030"," 5505.317"," 4689.958"," 4089.382"," 4991.282"," 2158.214"," 5234.017"," 1877.000","16154.856"," 7045.161"," 1906.288"," 1699.411","18528.648"," 1195.232"," 3144.797"," 1018.221"," 2716.551"," 5825.027"," 2201.431"," 2522.718"," 3004.531",," 4882.371"," 1642.691",," 2171.540"," 1586.556"," 3441.919"," 2001.077"," 3482.938"," 1645.371"," 3083.125"," 2995.877"," 9802.926"," 2803.794","19506.551"," 4991.814"," 4084.082","12922.498"," 6468.561"," 5627.988"," 5841.148"
" 6414.7303","11764.4224"," 8693.9159"," 3962.3398"," 1023.6000","13086.9354"," 5116.2174"," 1582.1612"," 6036.8643"," 1700.9035"," 4524.3973"," 3790.3426"," 6298.7938"," 1060.1619"," 2186.6817"," 2292.5622","22550.4866","  938.6092"," 2492.3977"," 3688.3763"," 3113.5556"," 2570.6957"," 4407.1053"," 1335.8145"," 4455.3279",," 7234.6667"," 1442.8559",," 8785.3810"," 3179.7603"," 1611.3958"," 8951.4859"," 1588.0085"," 3467.9336"," 1324.3493"," 2580.2205"," 2776.9681"," 2874.5292","12745.5072"," 7802.2185"," 9989.2469"," 5825.7040"," 3894.5849"," 1916.0921"," 5776.7602"
" 8808.833"," 5098.615"," 9799.882"," 6005.000"," 2374.749"," 9007.050"," 2269.389"," 7001.183"," 9406.205"," 5707.047","10407.968"," 4828.286","14470.351","14046.602"," 7296.098"," 2810.679"," 2660.121"," 4925.476"," 3399.598"," 3445.481"," 1760.541"," 1805.545"," 3784.057"," 1218.125"," 1376.705",," 4678.654"," 4448.834",," 3211.378",," 3013.816"," 7099.311"," 2777.682"," 3807.571"," 3078.724"," 3322.991"," 1764.329"," 4393.647"," 6265.628"," 5719.869"," 9989.247","11046.523"," 5185.875"," 9818.638"," 3930.040"
" 7821.7589"," 2589.5172"," 9506.2454"," 1551.0383"," 3366.1502"," 8261.1846"," 1308.2955","10942.2049"," 5597.6600"," 9917.1931","17065.0149"," 4077.8517","  837.3019","10976.4739"," 3132.0844"," 8477.2355"," 6684.9083"," 1180.6271",," 4194.5680"," 8353.1267"," 3464.7689"," 8352.6906"," 4306.7500"," 5392.6111",," 6042.2627"," 3255.6124",," 3083.5664",," 1031.7044"," 3227.6008"," 2005.9431"," 1877.8481"," 1719.5848"," 2571.6517"," 2299.9454"," 4781.6644"," 8490.4065"," 8692.0126"," 2987.1083"," 3381.2182"," 6468.5607"," 4886.2533"," 2637.8544"
" 1606.8000"," 5999.3809"," 3192.9128"," 5427.9672"," 2773.7570"," 7240.9615"," 1530.4612"," 1867.6734"," 4199.9483"," 3388.5301"," 3104.0877"," 5050.0734"," 2928.8526"," 3558.3738"," 1444.1905"," 2018.7098","17082.0275"," 4925.9325",," 2106.9612"," 4470.8232","10981.2986"," 1834.1875"," 3332.6042"," 1987.5238",,"  859.4186"," 2768.7143",," 3712.4836",," 1746.6387"," 2242.7618"," 2043.6879"," 2565.0276"," 5563.8462"," 6323.0899"," 7983.7350"," 3027.1832"," 3482.0911"," 5914.1293"," 2962.0556"," 8148.6900","18346.4447"," 6430.7026"," 3856.5582"
" 1693.320"," 4124.661","10880.594","12706.247"," 1650.314"," 9535.718","10182.848"," 2687.082"," 6337.776"," 5955.462"," 2055.339"," 7336.054","14470.351"," 9346.814",," 1869.822"," 2035.829"," 1172.336",," 6070.929"," 2922.240","10116.222"," 7202.403"," 4577.243"," 6644.412",," 1392.300",,," 1487.133",," 2802.650"," 9599.798"," 3186.519"," 3154.770"," 1546.029","15732.818"," 1675.683"," 5356.844"," 6091.995"," 3725.821"," 3599.456"," 2470.754"," 3917.384"," 7109.364"," 9732.907"
" 6096.762"," 1679.162"," 1778.796"," 1961.651"," 4123.553"," 1815.893"," 6382.258","10724.656"," 5067.757"," 5696.012"," 7301.726"," 2751.807"," 3102.668"," 2139.681",," 3280.720","15953.431"," 3557.341",," 8199.181"," 4319.055"," 2091.812"," 1992.111"," 1445.381"," 1802.471",," 1651.320",,,,,"13953.249","11029.189"," 3843.583"," 2056.288","11511.655"," 2406.572"," 1377.247"," 9407.531","13348.742"," 3618.650"," 4643.146"," 2612.198"," 2838.006","12739.435"," 9760.630"
," 1876.031"," 8481.847"," 8882.642"," 3843.677"," 9535.718"," 4413.007"," 6010.158"," 5559.829"," 2653.303","10789.336"," 8124.859"," 1727.990"," 1213.376",,"13408.088","15953.431"," 2890.054",," 5958.313"," 2008.653"," 9104.715"," 3574.580"," 5000.659"," 2375.986",," 1649.266",,,,," 3965.537"," 3512.908"," 4203.725"," 5105.938"," 1299.022"," 2251.962"," 7456.869"," 3447.529"," 6690.774","11831.784"," 3901.666"," 3729.189"," 8314.684"," 4463.841"," 9732.907"
," 4015.368"," 3444.220"," 4295.165"," 1758.301"," 3101.330","13553.637","11324.924"," 3795.763"," 1169.800"," 4680.425"," 4823.838"," 4846.575","10014.579",," 1717.919"," 1652.509","10460.585",," 1168.664"," 2227.609"," 5158.828"," 2879.767"," 1835.972"," 6388.201",," 1763.267",,,,," 4351.034"," 2120.350"," 1791.857"," 5727.294"," 2629.016"," 2118.362"," 5187.412"," 2266.943"," 7847.414"," 7795.947"," 5026.783"," 2365.176","11860.610","23077.491"," 6666.828"
," 1380.4672"," 7252.2198",," 7208.8824",," 3066.3086"," 2476.4117"," 3331.6373"," 6151.6386"," 3059.3061"," 2696.8520","  992.3333"," 8809.7059",," 6364.4286",," 5521.2289",," 2098.1885"," 3811.5312","10945.3910"," 8265.7030"," 5510.2271"," 3919.9355",," 4643.2222",,,,,"18502.4877","11098.6603"," 1627.2470"," 3018.4406"," 1408.6799"," 4038.9714"," 5756.9605"," 2966.5600"," 4666.0238"," 4869.7890","12661.1771","15289.5461"," 4154.1798"," 7087.6363","11597.1921"
," 5464.645"," 2937.422",," 6379.364",," 8047.941"," 4236.575"," 3016.736"," 6644.095"," 4840.571"," 7035.356"," 8199.873",,,,,,,"11400.833"," 1458.789",," 3212.345"," 4113.879"," 4314.747",,,,,,,"19321.357"," 5188.929",," 6109.792",," 2430.665"," 2060.039"," 3449.328","14555.759","12101.271"," 5601.028"," 6202.160","10518.748"," 7339.420"," 4540.007"
,"14757.790"," 1055.588",," 2334.592",," 2795.793"," 8134.834"," 1621.216"," 2936.375"," 9703.893"," 1521.400"," 4996.856",,,,,,,," 2031.267",," 1753.739"," 4379.326"," 2104.977",,,,,,,," 4268.578",,,,," 4443.241"," 2089.586"," 2715.948","12588.761","12829.207"," 8437.745","10523.006","12385.411"," 6666.828"
,," 2002.540",,,," 1578.761"," 5030.244"," 7380.049"," 6246.262"," 1635.573"," 2922.290","10255.547",,,,,,,," 3439.218",," 2671.168"," 4171.761","10837.075",,,,,,,," 1586.194",,,,," 5792.407"," 2925.286"," 9772.222","10477.550"," 7867.415"," 4023.509","11645.633"," 2999.379","10582.082"
,," 7811.579",,,," 5726.120"," 9304.425"," 3743.586"," 3120.330"," 3563.259"," 4532.637","11548.829",,,,,,,," 2144.466",," 4878.436"," 7550.957"," 1374.949",,,,,,,," 4461.182",,,,," 5004.228"," 6657.020"," 8387.369"," 3292.089"," 2076.511"," 4124.884","10607.011"," 8261.000"," 2742.577"
,," 3657.725",,,," 4283.628"," 1849.767"," 2226.545"," 9574.948","11732.250"," 7341.034","11548.829",,,,,,,," 2832.049",," 2288.780"," 2891.293"," 2432.567",,,,,,,," 3567.484",,,,," 4244.852"," 3716.466"," 6066.674"," 5131.910"," 2750.825","11694.993"," 6874.532"," 3659.963"," 3798.980"
,," 4110.531",,,," 8547.794"," 3629.232","21987.338"," 4923.831"," 4179.535"," 6053.582","15207.833",,,,,,,," 5612.886",," 2325.227"," 3276.624"," 3530.330",,,,,,,," 3125.611",,,,," 2394.223"," 5435.750"," 7892.365","16087.573"," 7368.963"," 3460.930"," 5476.984"," 2878.105","12139.954"
,," 3706.482",,,," 8547.794","25335.431","12224.897",," 4891.949","15413.493","10255.547",,,,,,,," 3220.912",," 2763.011"," 3385.936"," 4897.557",,,,,,,," 8944.079",,,,," 1080.521"," 6272.657"," 7075.505"," 8815.959"," 3630.610"," 6850.479"," 6725.278"," 6000.055",
,," 4655.552",,,," 1408.932"," 5240.515"," 5395.899",,," 3116.924"," 2777.115",,,,,,,," 4345.356",," 3184.956"," 1237.495"," 2826.127",,,,,,,,,,,,," 7050.834","11039.188"," 4775.757",," 4467.409"," 3070.300"," 6144.333"," 3622.765",
,," 3426.033",,,," 3030.830",,,,,"10074.583"," 2589.510",,,,,,,," 7018.539",," 4763.131"," 1619.488"," 5736.146",,,,,,,,,,,,," 2984.367","10542.571"," 4128.515",," 7783.870"," 2490.218","10165.074","10014.020",
,," 8112.243",,,," 1572.839",,,,,"11644.500"," 9526.431",,,,,,,,,," 9997.190"," 3459.818"," 2730.204",,,,,,,,,,,,," 6223.486"," 1847.100"," 9347.935",," 2835.647","11350.201"," 5626.889",,
,," 6507.013",,,," 4120.662",,,,,"11558.227","19220.043",,,,,,,,,," 4045.726"," 3908.071"," 2002.289",,,,,,,,,,,,," 3679.278"," 4215.995"," 4789.479",," 4225.183"," 7516.817"," 4015.050",,
,," 3088.0175",,,," 1319.6701",,,,," 8545.3604","10123.5046",,,,,,,,,,"  991.5316"," 6641.0610"," 2677.4198",,,,,,,,,,,,," 7114.3285"," 4535.8785"," 8828.2403",," 8339.3409"," 5974.5634"," 6643.3333",,
,,"15103.181",,,," 4613.063",,,,," 5075.321"," 5022.448",,,,,,,,,," 3785.509","10228.447"," 5371.225",,,,,,,,,,,,," 3613.500"," 3347.020",,," 9136.265"," 7516.817"," 3949.745",,
,," 3552.237",,,," 6142.690",,,,," 3630.424","21442.800",,,,,,,,,," 1939.960"," 1525.879",,,,,,,,,,,,,," 4939.061"," 5102.111",,,"12418.182",,"20062.276",,
,,,,,," 3199.765",,,,,,"10123.505",,,,,,,,,," 1193.982","11040.705",,,,,,,,,,,,,," 7087.205"," 5150.439",,," 2698.100",," 5918.677",,
,,,,,,"3767.953",,,,,,"3287.243",,,,,,,,,,"5267.164",,,,,,,,,,,,,,,"3457.634","3850.629",,,"2950.533",,,,
,,,,,,"7308.905",,,,,,"5366.975",,,,,,,,,,"2341.412",,,,,,,,,,,,,,,"5912.828","3097.375",,,,,,,
,,,,,," 8495.035",,,,,," 4697.884",,,,,,,,,," 4771.764",,,,,,,,,,,,,,," 4466.950","10169.174",,,,,,,
,,,,,," 5846.787",,,,,," 4640.617",,,,,,,,,," 2455.004",,,,,,,,,,,,,,,"24059.035"," 3569.984",,,,,,,
,,,,,,"8495.035",,,,,,"4482.056",,,,,,,,,,"1926.667",,,,,,,,,,,,,,,,"7336.317",,,,,,,
,,,,,,"1722.406",,,,,,,,,,,,,,,,"3121.367",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"1731.301",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"7475.906",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"3162.786",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"1189.456",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"6110.88",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"9131.191",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"2983.854",,,,,,,,,,,,,,,,,,,,,,,
