"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46"
"9ArrD 316 Git1GFPA_003","9ArrD 316 Git1GFPA_004","9ArrD 316 Git1GFPA_005","9ArrD 316 Git1GFPA_006","9ArrD 316 Git1GFPA_008","9ArrD Aiy1 Git1GFPA_003","9ArrD Aiy1 Git1GFPA_004","9ArrD Aiy1 Git1GFPA_005","9ArrD Aiy1 Git1GFPA_006","9ArrD Aiy1 Git1GFPA_007","9ArrD Aiy1 Git1GFPA_008","9ArrD Aly2 Git1GFPA_003","9ArrD Aly2 Git1GFPA_004","9ArrD Aly2 Git1GFPA_008","9ArrD Csr2 Git1GFPA_002","9ArrD Csr2 Git1GFPA_003","9ArrD Csr2 Git1GFPA_004","9ArrD Csr2 Git1GFPA_006","9ArrD Csr2 Git1GFPA_007","9ArrD Ecm21 Git1GFPA_003","9ArrD Ecm21 Git1GFPA_006","9ArrD Ecm21 Git1GFPA_007","9ArrD Ldb19 Git1GFPA_003","9ArrD Ldb19 Git1GFPA_005","9ArrD Ldb19 Git1GFPA_008","9ArrD Rod1 Git1GFPA_002","9ArrD Rod1 Git1GFPA_005","9ArrD Rod1 Git1GFPA_008","9ArrD Rod1 Git1GFPA_011","9ArrD Rog3 Git1GFPA_003","9ArrD Rog3 Git1GFPA_005","9ArrD Rog3 Git1GFPA_006","9ArrD Ylr392c Git1GFPA_003","9ArrD Ylr392c Git1GFPA_005","9ArrD Ylr392c Git1GFPA_007","9ArrDYgr068c Git1GFPA_005","9ArrDYgr068c Git1GFPA_006","9ArrDYgr068c Git1GFPA_007","WT 316 Git1GFPA_002","WT 316 Git1GFPA_003","WT 316 Git1GFPA_004","WT 316 Git1GFPA_005","WT 316 Git1GFPA_006","WT 316 Git1GFPA_007","WT 316 Git1GFPA_008","WT 316 Git1GFPA_009"
" 6113.462","21620.035"," 5422.054"," 4130.661"," 9187.882","13795.394","15577.294","15296.262","19862.446"," 7198.522"," 4208.141"," 4897.306"," 7819.366","19052.749","11984.599"," 8840.703"," 4490.587","12254.608","21256.498"," 3475.582"," 6893.758","10011.838","15739.088"," 7975.335"," 3263.360",," 7981.750","18625.565"," 3406.210"," 8390.521"," 4823.717"," 3077.801"," 5784.820","28631.931","10216.974"," 6134.094","16088.151"," 4951.812"," 5230.937"," 4420.790"," 5160.289"," 4047.418"," 6823.713"," 2192.869"," 6155.213","20767.202"
" 7931.533","13536.638"," 5639.402"," 7414.057"," 7111.530","11809.707"," 7073.687"," 8619.295","13126.335"," 3711.447","12964.964"," 3949.339","15799.323"," 7247.731"," 3611.461"," 5928.388","24945.524"," 3896.482"," 9367.720"," 2602.117"," 6525.105","15860.229"," 4126.506"," 7339.564"," 9850.886",,"13361.596"," 4544.162",," 5879.146"," 4048.260","11091.792"," 5303.518","10914.874"," 5264.314"," 6980.873"," 6737.211","23069.713"," 4256.076","20219.751"," 6464.031"," 4946.390","21560.451"," 9635.544"," 6993.120"," 9765.678"
"16136.567","24618.757","20524.913","11211.295"," 2257.351","20308.825"," 8043.183"," 3131.196","14816.017"," 3301.797","10553.388","11919.033"," 6440.199"," 3205.208"," 8751.349"," 6589.849","22615.030"," 2244.858"," 7736.201","14732.912","10232.445"," 5378.730","10579.549"," 3777.106","12616.683",,"14530.217"," 3790.873",,"16235.076"," 8586.609"," 6279.185","21589.499"," 3895.538"," 9912.385"," 3645.053"," 7967.328"," 6457.381"," 3842.548","16714.452","11449.178"," 9555.014"," 7439.679"," 5817.798"," 3501.874"," 8649.988"
"22291.356"," 9250.702","20986.944","16470.574"," 7913.642","15749.164"," 5839.296","13231.140","13625.133","10563.254","25041.766"," 3816.878","16514.005"," 8488.235","16228.524"," 4324.186"," 8325.873"," 9814.894"," 8740.628","10799.111"," 5053.358"," 4569.064"," 9636.168"," 3478.191"," 2613.214",,"12951.771"," 9831.994",,"11064.760",,"10137.965","17182.014"," 9024.427","14625.286"," 7143.960","10914.658"," 3989.951"," 7771.769"," 4875.945"," 4027.009","10827.885","12875.803"," 5179.647","12576.469"," 4697.874"
"18288.024"," 9142.126","19413.248"," 4236.364","10541.870","16196.686"," 3023.977","15594.549"," 9114.928","17051.974","14873.120"," 6295.464"," 2478.326","10592.616"," 7985.933","11461.877","20472.165"," 4077.828",,"11628.252","18864.228"," 9909.133","17324.562","10707.238"," 7593.398",,"18435.338"," 7793.225",,"10352.258",," 2539.041","10743.275"," 6025.670"," 4838.035"," 4742.297"," 7906.432"," 5858.534"," 4743.510","10664.039","12635.147"," 4021.188"," 4290.057"," 7112.669"," 4658.083"," 4767.553"
" 4164.033","15658.692"," 7798.567","14064.432"," 6314.042"," 9440.488"," 3901.234"," 4062.695"," 8235.298"," 8264.245"," 7484.219"," 6093.290"," 2978.351"," 9500.883"," 2227.467"," 6794.120","18543.812","17598.960",," 6562.476","11224.111","24301.109"," 5579.384"," 8895.422"," 4810.010",," 2329.485"," 7048.252",,"12852.175",," 3779.773"," 6458.555"," 6172.506"," 7776.890"," 8089.361","20253.912","19879.200"," 4383.843"," 4830.193","10103.829"," 3130.118","10732.663","20949.355"," 8273.937"," 4639.674"
" 3024.653"," 8238.495","23978.364","17797.395"," 5488.105","12915.054","12175.021"," 4410.793","14197.217","10003.181"," 4176.386"," 7252.563","14751.245","16409.071",," 5736.856"," 5247.969"," 4167.283",,"14947.068"," 8681.175","18879.310","17553.393","15703.386","12168.966",," 3737.630",,," 5711.745",," 7450.272","23187.638"," 9933.410"," 9227.745"," 4051.326","26755.571"," 4635.883"," 5523.324","10123.823"," 5319.752"," 7373.022"," 2371.863"," 4274.625"," 9330.518","19436.285"
" 9278.062"," 3444.519"," 3836.408"," 4010.326"," 8121.097"," 2803.595","15515.091","14000.239","11898.397"," 7513.523","14959.386"," 3980.414"," 8329.779"," 4973.559",," 7117.904","16278.525"," 6818.291",,"21319.517","12329.895"," 6266.879"," 5262.748"," 4145.545"," 5294.956",," 3719.141",,,,,"20651.989","22843.491"," 9679.963"," 5679.353","25992.538"," 4651.524"," 4359.118"," 8643.424","15342.463"," 3669.311"," 6165.554"," 3109.247"," 3285.848","11599.620"," 8860.961"
," 3151.376","16795.331","22696.504","12498.654"," 9971.441","11888.664","14793.972","13870.457"," 7567.056"," 4084.982","11740.506"," 3229.237"," 3119.847",,"17838.688","16558.681"," 9115.487",,"17443.974"," 4728.493","17001.099"," 9948.366","14404.756"," 7305.983",," 4424.169",,,,,"11580.464"," 9739.607","11207.094","16577.378"," 3371.817"," 6156.919","15586.368"," 5638.629","12282.013","13919.598"," 4351.481"," 3831.594"," 9038.888"," 4272.783","11364.030"
,"12078.882"," 9385.365","12291.931"," 3817.907"," 4405.431","26103.971","11415.898"," 5668.881"," 2635.494","13428.750"," 7932.594","12173.006","20669.910",," 5571.628"," 3848.266","21802.920",," 3363.359"," 7102.948","11711.749"," 8640.511"," 6225.117","20232.088",," 4678.298",,,,,"13346.769"," 4900.077"," 6318.751","16328.897"," 9498.514"," 6009.093","11976.056"," 3534.874","13077.937","11204.207"," 7119.803"," 4037.961","22222.195","21600.851"," 8210.826"
," 4020.074","17057.749",,"12578.070",," 7502.537"," 5441.847"," 3707.153"," 7823.397","10246.377"," 4085.831"," 2756.906"," 8444.038",,"13813.715",,"14871.924",," 4978.337","12037.225","22703.537","19901.256","14263.269"," 8062.858",,"11231.134",,,,,"20462.944","27120.178"," 4554.050"," 9883.185"," 4412.700"," 6447.374","12003.821"," 2942.635"," 3850.698"," 8278.343","12979.004","12489.471"," 6817.618","10282.414","17562.921"
,"10088.284"," 7388.509",,"12424.225",,"16220.188","11693.504"," 5894.461","12184.311","10166.790","16383.953"," 7093.804",,,,,,,"16911.819"," 3867.590",," 7432.139","10658.716"," 8435.280",,,,,,,"19520.988","17435.076",,"13492.580",," 6394.901"," 5872.670"," 3674.265","21352.017","16364.146"," 8904.294"," 8926.446","15667.523"," 6692.166"," 6819.698"
,"27256.092"," 2266.771",," 4881.787",," 5216.547","17419.061"," 3314.665"," 4432.138","20179.602"," 2072.293"," 6978.210",,,,,,,," 4206.590",," 4144.113","15619.260"," 6523.630",,,,,,,,"10508.127",,,,,"11676.082"," 2887.478"," 2715.189","15778.894"," 9290.211","13661.248","10971.465","14951.685"," 7306.536"
,," 4540.271",,,," 3375.188","12770.447","19295.848","12627.020"," 3399.908"," 5335.794"," 9775.206",,,,,,,," 7455.617",," 5808.597","16152.131","22012.238",,,,,,,," 5066.356",,,,,"16566.308"," 3245.788","12991.385","11194.711"," 7697.526"," 6219.489","12736.459"," 4756.325","13019.509"
,,"18606.994",,,,"11878.358"," 9446.234"," 8699.132"," 9250.905"," 8776.750"," 3694.391","17611.226",,,,,,,," 5782.834",,"14546.942","19734.453"," 4331.295",,,,,,,,"12653.041",,,,,"15916.543"," 9804.677","12960.426"," 4449.620"," 3046.196"," 8315.374","17474.324","12278.133"," 3952.283"
,," 8673.484",,,,"10199.528"," 4592.867"," 4825.221","21130.084","12046.331"," 5814.047","12072.449",,,,,,,," 8458.285",," 6899.352"," 6876.393"," 7279.097",,,,,,,,"12195.193",,,,,"11615.866"," 4545.211","11027.879"," 8942.319"," 3648.763","12037.186"," 7859.125"," 5798.990"," 5104.657"
,,"12497.832",,,,"13657.531","10808.222","18181.825","10687.348"," 7627.328"," 6500.886","10241.908",,,,,,,,"16025.671",," 6325.059","11721.329"," 7273.945",,,,,,,," 9355.008",,,,," 6173.904"," 7167.582"," 9976.348","12080.668","11744.864"," 4925.129"," 5682.150"," 3746.110","13719.734"
,,"14559.008",,,," 9163.717","25470.979","21845.695",,"13266.037","19161.416"," 9945.817",,,,,,,," 9485.742",," 5350.754","13397.073"," 9869.862",,,,,,,,"21156.059",,,,," 2996.786"," 5857.757"," 8498.761","13429.134"," 4853.960"," 5382.086"," 9225.121"," 6325.372",
,," 9704.520",,,," 3167.846","16149.231","11596.854",,," 3134.141"," 3595.609",,,,,,,,"13207.832",," 6804.412"," 3678.065","12199.386",,,,,,,,,,,,,"19477.801","10808.208"," 8651.283",," 7259.658"," 4235.168"," 6895.362"," 3816.316",
,," 5331.198",,,," 5724.560",,,,,"13279.113"," 3369.088",,,,,,,,"15235.500",,"13650.663"," 4241.029","16964.077",,,,,,,,,,,,," 8693.524","10952.591"," 5801.636",,"11910.160"," 2641.132"," 9487.603","11950.871",
,,"19233.724",,,," 2696.603",,,,,"17647.719","23804.722",,,,,,,,,,"20193.103","12812.119"," 7780.062",,,,,,,,,,,,,"12688.152"," 2388.979","11408.728",," 3875.614","15189.741"," 6894.279",,
,,"12125.603",,,,"12150.074",,,,,"16433.946","18892.768",,,,,,,,,," 9564.219","10220.849"," 4363.194",,,,,,,,,,,,," 5697.996"," 7280.632"," 5735.000",," 6582.916","10397.576"," 5347.487",,
,," 8136.411",,,," 3570.932",,,,," 8107.180"," 4342.360",,,,,,,,,," 3223.961","17518.322"," 7732.738",,,,,,,,,,,,,"21482.946"," 7538.414"," 9394.652",,"12359.359"," 6326.593"," 6430.452",,
,,"27753.867",,,," 9151.468",,,,," 6263.629","13802.137",,,,,,,,,,"11002.908","23425.754","13532.394",,,,,,,,,,,,," 8874.573"," 5228.438",,," 8202.468"," 8709.356"," 5108.116",,
,,"10249.489",,,,"11414.089",,,,," 3564.498","21066.041",,,,,,,,,," 6568.058"," 5083.588",,,,,,,,,,,,,,"13827.535"," 5798.419",,,"14931.062",,"25891.309",,
,,,,,," 6459.128",,,,,," 9846.552",,,,,,,,,," 4204.047","24330.014",,,,,,,,,,,,,,"16529.795"," 6683.195",,," 3794.712",," 8872.249",,
,,,,,," 6665.026",,,,,," 3871.826",,,,,,,,,,"12519.047",,,,,,,,,,,,,,,"10872.974"," 5295.597",,," 2778.042",,,,
,,,,,,"19433.458",,,,,," 8081.929",,,,,,,,,," 5286.495",,,,,,,,,,,,,,,"19974.072"," 4325.523",,,,,,,
,,,,,,"10789.514",,,,,," 4198.748",,,,,,,,,,"13113.558",,,,,,,,,,,,,,,"14388.983","11478.768",,,,,,,
,,,,,,"17135.395",,,,,," 5297.750",,,,,,,,,," 8104.488",,,,,,,,,,,,,,,"23985.191"," 4968.229",,,,,,,
,,,,,,"9109.496",,,,,,"4993.688",,,,,,,,,,"4260.236",,,,,,,,,,,,,,,,"6312.725",,,,,,,
,,,,,,"4486.234",,,,,,,,,,,,,,,,"6909.054",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"3332.039",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"19434.49",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"8213.421",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"3926.611",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"15503.7",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"19218.66",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"8698.261",,,,,,,,,,,,,,,,,,,,,,,
