"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46"
"9ArrD 316 Git1GFPA_003","9ArrD 316 Git1GFPA_004","9ArrD 316 Git1GFPA_005","9ArrD 316 Git1GFPA_006","9ArrD 316 Git1GFPA_008","9ArrD Aiy1 Git1GFPA_003","9ArrD Aiy1 Git1GFPA_004","9ArrD Aiy1 Git1GFPA_005","9ArrD Aiy1 Git1GFPA_006","9ArrD Aiy1 Git1GFPA_007","9ArrD Aiy1 Git1GFPA_008","9ArrD Aly2 Git1GFPA_003","9ArrD Aly2 Git1GFPA_004","9ArrD Aly2 Git1GFPA_008","9ArrD Csr2 Git1GFPA_002","9ArrD Csr2 Git1GFPA_003","9ArrD Csr2 Git1GFPA_004","9ArrD Csr2 Git1GFPA_006","9ArrD Csr2 Git1GFPA_007","9ArrD Ecm21 Git1GFPA_003","9ArrD Ecm21 Git1GFPA_006","9ArrD Ecm21 Git1GFPA_007","9ArrD Ldb19 Git1GFPA_003","9ArrD Ldb19 Git1GFPA_005","9ArrD Ldb19 Git1GFPA_008","9ArrD Rod1 Git1GFPA_002","9ArrD Rod1 Git1GFPA_005","9ArrD Rod1 Git1GFPA_008","9ArrD Rod1 Git1GFPA_011","9ArrD Rog3 Git1GFPA_003","9ArrD Rog3 Git1GFPA_005","9ArrD Rog3 Git1GFPA_006","9ArrD Ylr392c Git1GFPA_003","9ArrD Ylr392c Git1GFPA_005","9ArrD Ylr392c Git1GFPA_007","9ArrDYgr068c Git1GFPA_005","9ArrDYgr068c Git1GFPA_006","9ArrDYgr068c Git1GFPA_007","WT 316 Git1GFPA_002","WT 316 Git1GFPA_003","WT 316 Git1GFPA_004","WT 316 Git1GFPA_005","WT 316 Git1GFPA_006","WT 316 Git1GFPA_007","WT 316 Git1GFPA_008","WT 316 Git1GFPA_009"
"2.3288699","2.1256573","2.5749057","2.6396521","2.8402726","0.9371227","1.9151275","1.9105894","1.7707796","1.5928944","1.8935608","1.1214566","0.9961611","0.9847892","2.0429421","3.1642976","3.0219170","2.9355589","2.2047064","3.3826715","2.3040212","2.7572069","2.1657115","2.0002769","1.8011597","3.1253086","2.1138651","2.7082051","2.9223331","3.8620602","2.5460975","2.0894522","3.0628581","2.9824868","3.2133107","2.6424768","2.6300384","2.1834637","1.4550073","1.4658505","1.4234264","1.6420393","1.3807671","1.2719311","1.3983598","1.0554348"
"2.7012145","2.0875089","2.5050698","2.6651569","2.8863779","1.8076648","1.4071671","1.3673667","1.9144854","2.4165572","2.8888804","0.6241621","1.5862456","1.0858197","1.6797498","2.5977241","2.9794202","2.0406817","3.3878423","3.2873149","2.9390635","1.8743418","2.6060372","3.2914520","1.6022203","3.5774104","1.6135395","3.2841790","2.6045034","2.2459899","2.9331618","2.0945527","3.2420102","1.4373783","2.6889209","2.7984048","3.1743729","2.7674676","2.0268930","1.3192257","1.4045625","1.4526403","1.2811695","1.3365624","1.8550193","1.4186216"
"2.3449495","2.2357684","2.3968913","2.1024677","2.1368274","1.0403399","1.7966162","1.0394714","2.2029607","1.0834729","1.6839223","1.0347076","0.8817842","1.9402580","3.5863197","3.0086361","2.9053298","2.2030491","2.6370669","1.5162418","3.2597929","2.6250000","2.8116321","2.6739702","2.0956329",,"2.7018223","2.2400735","3.0601450","3.2009476","2.0359785","2.6979723","3.0324878","2.0063445","2.9676230","2.7613724","2.9880607","2.9947063","1.5957867","1.8294341","1.1170996","1.3201337","0.9056660","1.1581649","0.9417735","2.0612940"
"2.5017871","2.1828892","2.4324162","1.7685807","2.4692296","2.0986234","1.8434258","2.7065610","2.5799930","2.0966185","2.5054565","1.1446839","2.2094273","2.3093788","1.0091733","1.0812444","3.3822119","2.7299890","1.2869059","2.9759717","3.2446066","1.5622687","2.8441613","2.6673759","1.9749463",,"2.8566063","3.4583001","3.4283019","3.4205829","3.2817300","3.0367654","3.3780512","3.5449020","3.0009162","2.7544447","2.6714003","2.2767716","0.8507150","1.2143349","1.0632268","0.8677962","0.9455170","1.2872801","1.5135722","2.0823072"
"2.5023174","1.7644487","2.4364428","2.8293539","2.6474922","1.5720579","2.3177922","1.3887532","2.5251139","1.8504952","2.3265649","2.5123507","0.9700739","0.7991325","1.9097964","3.1850905","3.5392196","2.4788427","2.1741653","3.6731013","2.6486732","3.5415456","2.8150359","2.5642456","1.8400770",,"2.2356698","2.8579893","2.8456775","3.0899961","3.0665908","3.4123756","2.1824586","3.5139278","1.1640523","2.0621070","2.6171771","2.7539284","1.0134304","1.3796835","1.7094103","1.3035710","1.1345738","1.4628558","1.5051984","1.0643594"
"2.6414963","1.5818019","2.5082902","1.9925952","3.0045822","2.4985284","2.0665829","3.1567717","2.6493783","2.1675887","3.3174273","0.8444019","1.1592178","1.0592762","3.0595741","3.1340759","2.8882106","3.2555546","3.1673782","2.5048560","1.9145828","2.5685445","2.2723705","3.0171955","2.1406607",,"1.9216393","2.5198274","2.5874338","2.6072051","2.2092249","3.5391830","2.3542990","2.6543296","2.6442467","4.1429529","2.9414413","1.8047997","1.4617132","1.0729718","1.2411766","0.9143401","1.3790388","1.5245410","1.5908393","1.0457959"
"3.2928602","2.3540092","2.3110453","2.4113342","1.5713542","2.8278615","1.2796900","1.0212597","1.0154087","1.1327789","2.0456314","2.2650020","0.9977287","1.7347325","2.5852127","3.4577154","3.3743196","1.2776522","2.2577845","1.8030750","2.8329207","2.9332598","2.5707673","3.0156014","2.9202408",,"2.9353728","2.7315685","2.1696455","3.3572352","2.7175971","3.3459182","2.1976265","2.6245784","2.4345081","3.3261220","2.2969055","3.0935531","1.4926185","1.5106111","1.6160349","1.3907941","1.2700511","1.8252270","1.3142565","1.4723933"
"2.6249254","2.0688221","1.9982449","2.1507969","1.8824689","1.9243038","2.5376542","2.1527174","1.9389777","1.0342326","2.2346661","2.2429382","1.2905305","0.9900022","2.9470049","2.6465174","2.5727011","2.8105556","2.8389121","3.3417644","3.1559058","2.1585595","2.7098512","3.1968806","2.0674050",,"2.7398500","3.0921653","2.8292131","2.9026060","2.6691496","2.8689692","3.2143094","3.9570777","1.9025167","2.7973227","2.4601141","1.6734554","1.5870434","1.0902571","1.3852583","0.8199897","1.0849493","1.0558634","0.9343224","0.7777662"
"1.832779","2.606211","2.067876","1.488597","2.898032","2.152552","1.906047","2.006807","2.677352","1.068404","1.878430","0.491640","1.905750","1.022733","2.559042","2.196531","3.654735","2.424997","1.931277","1.054527","2.463917","1.850084","2.154889","2.625953","2.811415",,"2.659742","2.725285","3.269678","3.497119","3.733275","2.900425","1.310994","2.841448","1.877014","2.637653","3.635389","2.570072","1.632412","1.495902","1.696078","1.141888","1.579913","1.893904","1.359593","1.404147"
"2.313709","1.225525","2.883822","1.882258","2.757820","2.686501","2.120632","2.373937","2.509097","1.883902","1.645280","2.282074","1.773960","1.515799","3.642438","2.844831","2.888241","2.389020","1.810144","3.014985","3.309618","2.781976","2.624695","3.235880","3.472005",,"3.015809","3.276677","2.932785","2.413135","1.768948","2.412057","3.285728","2.738261","2.211554","2.950226","2.333614","2.173088","1.727019","1.361111","1.291623","1.676686","1.361390","1.066371","1.670103","1.153672"
