"2","3","4","5","6","7","8","9","10","11","12"
"9ArrD 316","9ArrD Aiy1","9ArrD Aly2","9ArrD Csr2","9ArrD Ecm21","9ArrD Ldb19","9ArrD Rod1","9ArrD Rog3","9ArrD Ylr392c","9ArrDYgr068c","WT 316"
"15651.930","14637.126"," 8018.100"," 4561.091"," 3645.961","18481.250"," 1839.602"," 8291.702","23768.717"," 7084.547","13177.426"
"12954.884"," 3858.372","14794.755"," 5232.747"," 7148.898"," 8150.593","10564.876"," 3933.978","16058.877"," 5234.250"," 5008.932"
"18705.121"," 4965.322"," 2898.753","17801.364"," 3505.830"," 2906.616"," 6549.516","11117.434","13606.038"," 4110.545"," 8373.301"
" 6353.837"," 3905.576"," 6983.900"," 6455.850","15629.209"," 5928.775"," 7278.945"," 7169.174"," 9871.178"," 6846.900"," 5461.529"
" 8155.093"," 4276.749","12486.017","17966.254","16048.764","22025.404"," 4154.273"," 5023.574"," 5321.035","11386.690"," 9420.875"
"15268.632"," 6926.047","12591.678"," 8473.304"," 5029.443","20002.192","10216.370","22774.759","20902.420"," 9925.631"," 4371.331"
" 8481.852","10916.669"," 7212.780"," 7251.526","13795.889"," 4700.908","18305.707","27055.214"," 4050.310"," 8216.052"," 5561.710"
" 4909.748"," 9748.875"," 7138.596","15263.672","15966.971"," 7824.905","13525.702"," 3119.234"," 6874.803"," 4485.001"," 5602.309"
" 4340.716"," 8735.084"," 8007.937"," 3449.294","14157.656"," 3346.031","21096.267"," 3831.588"," 7836.406","17493.481"," 3472.829"
"11247.334"," 8951.743"," 4994.444","18932.172","12394.220"," 7415.801"," 3167.123"," 7076.680"," 3108.207"," 7146.938"," 6389.882"
"10115.896"," 9606.712","22245.259","12978.085","17104.884"," 3008.346"," 6064.243","22276.818"," 6375.627","10784.777"," 2875.860"
"11703.742"," 8397.561","14050.404"," 4150.725","20174.147"," 5061.987","18110.947","13034.579","13984.498","16930.201"," 6308.617"
"10968.311","14442.028"," 6021.906"," 5833.536"," 7510.996"," 7672.157"," 9168.576"," 8360.070","11130.850","22263.115"," 8300.182"
"12750.141","29751.743"," 3818.039"," 3439.293"," 8854.137"," 5935.587","12059.126"," 4053.758"," 6014.613","14896.400","14746.024"
"12391.741","18204.463","10185.291","11462.693","18112.151"," 5580.329"," 5519.196"," 3630.453"," 4082.574","10719.982"," 8671.475"
" 5993.759"," 8212.022"," 2872.121"," 2636.604","18437.469"," 3016.102"," 2618.776"," 2889.900"," 5126.294"," 7985.330","10785.028"
"14574.034","18245.098"," 9411.575"," 6031.795"," 7408.680"," 9054.946","18344.137"," 4263.182"," 8491.125"," 5484.646"," 3617.297"
" 9446.046","10305.316"," 3455.574","12013.105"," 6862.975"," 2385.197","24087.811"," 6156.689","21637.502","16801.632","16630.820"
" 4747.875","23426.596"," 5514.157"," 3492.958","21088.129"," 7324.041","10324.131","11388.006","12009.587"," 2452.305","12876.418"
"18949.806","29406.010"," 7001.156"," 4305.171","10593.359"," 3600.200","14414.699"," 9498.190","11503.344"," 9079.704"," 7991.713"
"18093.186","22305.683"," 4227.696","24540.136"," 5480.682"," 6955.003"," 4598.962","10441.258","12489.796","15461.858","16645.405"
" 8083.406","14959.287"," 6459.589"," 8470.235"," 6592.547"," 5681.505","11756.248","11228.298","14611.761","13920.950","10914.997"
" 2902.743"," 4696.012"," 4754.810","16943.525"," 4471.602"," 6435.488","14029.869"," 7064.774","12005.747"," 2643.799"," 7053.885"
" 2728.241"," 2443.921","17799.934"," 5411.674"," 5066.398","16789.442"," 3113.413"," 4845.006"," 4351.389"," 3365.982"," 8089.375"
" 6369.201"," 5912.783"," 6384.143"," 7180.299"," 3359.168"," 2744.924","16983.225","14512.068"," 5995.983","10843.738","12666.902"
" 7785.186","10872.678","19602.766"," 7696.341"," 2709.015","11515.260"," 4029.860","18959.897"," 4097.819","12465.275"," 6851.252"
" 5322.248"," 5061.717","13982.292"," 8284.806"," 6840.836","11538.199"," 7297.265"," 8169.107","16118.918","10349.327"," 9338.205"
" 4565.148","22689.270"," 6544.312","19694.143"," 3071.277","13882.120"," 4740.942","14223.895","21332.172","10442.508","11116.994"
" 5112.425","11585.000"," 2522.222"," 9070.217"," 8635.546","10370.751"," 3820.581","13744.687"," 8432.661"," 5260.988"," 3160.212"
