"2","3","4","5","6","7","8","9","10","11","12"
"9ArrD 316","9ArrD Aiy1","9ArrD Aly2","9ArrD Csr2","9ArrD Ecm21","9ArrD Ldb19","9ArrD Rod1","9ArrD Rog3","9ArrD Ylr392c","9ArrDYgr068c","WT 316"
"3.091967","2.250910","1.219614","2.955077","2.946708","2.696275","3.526182","2.894159","2.237328","3.284569","1.215562"
"2.861072","2.355950","1.319378","2.404287","2.682569","2.916683","3.167407","2.700732","2.762155","2.550297","1.155417"
"2.219881","2.651927","1.432223","3.194173","2.873666","2.142459","1.763340","2.495068","2.394958","2.061757","1.865889"
"2.6757584","1.4882823","0.8538508","2.7280959","3.0631262","2.3067239","3.6613444","2.0563758","2.9091234","3.2473949","1.1256387"
"3.138673","2.038780","1.113487","2.597066","3.109939","2.353951","3.090633","3.087803","1.902851","2.779548","1.089930"
"2.283458","1.572567","1.090524","2.783029","3.412613","1.814677","3.324403","2.024607","2.855143","1.909782","1.666860"
"2.828107","1.816548","1.508165","3.305844","3.283365","1.111438","3.847672","1.536246","2.335714","2.607430","1.237162"
"2.483256","1.030369","1.498399","3.520276","3.490181","2.913843","2.804312","1.493900","1.778755","1.370233","1.277004"
"2.490454","2.917421","1.373883","2.262807","3.722771","1.925988","2.772342","2.291762","3.035005","3.461559","1.447854"
"2.8801235","1.7665860","0.8756393","2.3793906","3.2228404","2.7819524","2.9526685","2.7210250","2.2755446","3.0923566","1.4182461"
"2.464895","2.422558","1.290175","3.150175","2.905892","2.579388","3.644744","2.420396","2.999619","2.800926","1.084968"
"2.2968195","1.1519200","0.9878325","1.9264429","2.8052386","2.2306636","2.7929386","1.4287108","2.8833641","2.9451748","1.2546089"
"3.337998","2.591702","1.312619","2.801146","1.929657","2.098669","0.990222","3.260664","3.225544","3.132180","1.789813"
"3.0233093","0.9541343","1.1385413","1.7901182","3.6805621","1.9640287","2.9631910","3.0059106","2.2075663","3.4258060","1.6204361"
"2.611516","1.722277","0.900603","3.104958","3.043097","1.904500","2.946999","2.325988","2.784630","3.213137","1.461663"
"0.8667242","2.9761820","1.2046398","2.6266962","2.3284438","2.4234078","3.9579902","2.7515222","2.6511229","2.5734439","1.3709435"
"3.039175","2.456516","2.163401","2.735059","3.090238","2.565487","2.693844","1.511496","3.115177","2.274717","1.328248"
"2.590052","1.947602","1.108208","2.816513","3.358213","1.566860","2.932495","3.051246","2.733457","3.437129","1.068856"
"1.9411537","1.8137750","0.6608574","3.5172825","2.6048395","2.7878209","1.5881512","2.4829010","2.6491372","2.2415951","1.2353344"
"2.3288699","0.9371227","1.1214566","2.0429421","3.3826715","2.1657115","3.1253086","3.8620602","3.0628581","2.6424768","1.4550073"
"2.7012145","1.8076648","0.6241621","1.6797498","3.2873149","2.6060372","3.5774104","2.2459899","3.2420102","2.7984048","2.0268930"
"2.344949","1.040340","1.034708","3.586320","1.516242","2.811632","2.688927","3.200948","3.032488","2.761372","1.595787"
"2.501787","2.098623","1.144684","1.009173","2.975972","2.844161","2.476880","3.420583","3.378051","2.754445","0.850715"
"2.502317","1.572058","2.512351","1.909796","3.673101","2.815036","2.472926","3.089996","2.182459","2.062107","1.013430"
"2.6414963","2.4985284","0.8444019","3.0595741","2.5048560","2.2723705","2.4427343","2.6072051","2.3542990","4.1429529","1.4617132"
"3.292860","2.827861","2.265002","2.585213","1.803075","2.570767","2.619687","3.357235","2.197626","3.326122","1.492618"
"2.624925","1.924304","2.242938","2.947005","3.341764","2.709851","3.003156","2.902606","3.214309","2.797323","1.587043"
"1.832779","2.152552","0.491640","2.559042","1.054527","2.154889","2.529791","3.497119","1.310994","2.637653","1.632412"
"2.313709","2.686501","2.282074","3.642438","3.014985","2.624695","2.566616","2.413135","3.285728","2.950226","1.727019"
"2.604721","2.254707","1.033361","2.761724","3.215238","1.882179","2.469817","2.695145","2.273135","2.688290","1.800273"
"2.588919","2.145146","2.104070","1.894499","2.555552","1.874466","2.445568","2.707362","2.650331","2.264220","1.517970"
"2.515549","1.551840","3.144579","4.002114","3.994417","2.400566","2.831953","1.847965","2.411834","2.752335","1.336757"
"2.5305685","1.7485375","0.7905245","2.2242743","3.1342827","2.5465176","2.4397922","3.4454869","2.4202368","2.3204292","1.7688650"
"2.3380961","1.9605767","1.5438189","2.5497184","2.7722168","2.0741296","2.7292744","3.3572354","3.3285637","2.7578150","0.9920207"
