"CellID","vacuoles","cell_area","vac_area","PM_vac_ratio","cell_mpi","vac_mpi","pm_center_x","pm_center_y"
1,32,675,1104,1.23576781319407,0.161871682928828,0.130988751447119,668.315555555556,276.377777777778
2,33,615,1104,1.18923192473416,0.155776005001982,0.130988751447119,624.489430894309,304.160975609756
3,34,864,1531,1.24503256167022,0.176493759342619,0.141758348155852,805.445601851852,540.248842592593
4,35,1615,1179,1.23349798159488,0.197424645587958,0.160052670157346,731.913931888545,611.631578947368
5,36,1369,1452,1.23667167521465,0.156748876458378,0.126750599694273,1938.83126369613,680.112490869248
6,37,1134,820,1.23930302515373,0.190627219807556,0.153818086407003,648.002645502645,713.79188712522
7,38,875,975,1.18593868334689,0.145194179773077,0.122429752745157,1863.88,737.929142857143
8,39,1492,1200,1.19923874194269,0.176941163379738,0.14754456905979,749.463806970509,753.419571045576
9,40,2670,3490,1.23667391194122,0.176442299037396,0.142674877616228,1416.23258426966,887.807865168539
10,41,1340,2198,1.19753357364275,0.15681792456805,0.130950754132954,461.735820895522,939.485074626866
11,42,1133,847,0.972660063156471,0.168726372000543,0.173469003603369,824.124448367167,992.73786407767
12,43,1436,1683,1.29470425500946,0.213758919780262,0.165102508123525,744.921309192201,1037.93871866295
13,44,1249,437,1.20410709154808,0.160127418330483,0.132984366136913,457.416333066453,1042.98799039231
14,45,788,1873,1.21223296468412,0.143403203387658,0.118296736324957,596.418781725888,1169.10406091371
15,46,545,781,1.19660734594088,0.170866999425337,0.142792871868078,683.346788990826,1146.14862385321
16,47,682,781,1.2048882566363,0.172049454445219,0.142792871868078,693.683284457478,1199.00293255132
17,48,1162,1207,1.21969848658864,0.172170091607971,0.141157911976682,1895.25817555938,1211.75559380379
18,49,2115,1839,1.25007866279129,0.158972948784338,0.127170356167322,397.542789598109,1306.47990543735
19,50,1137,1210,1.16666717315647,0.137346120581569,0.11772519510425,273.974494283201,1321.09938434477
20,51,757,431,1.21173554356329,0.137334906000293,0.113337358741198,120.055482166446,1527.87450462351
21,52,1219,1533,1.17968449403617,0.148100085914928,0.12554211457694,192.180475799836,1591.60623461854
22,53,1232,1858,1.24540935316176,0.147561479490983,0.118484319325501,1554.16152597403,1652.93506493506
23,54,1251,1314,1.234894425973,0.158594296455717,0.128427412999907,465.264588329337,1676.0207833733
24,55,2576,2180,1.27574979010973,0.193084819784791,0.151350069803408,1491.98602484472,1745.78144409938
25,56,2233,2014,1.19334647156802,0.178941517936475,0.149949341787848,535.914464845499,1793.40573219884
26,57,2083,2903,1.25900321607032,0.182593250626211,0.145030011278392,1874.54728756601,1798.30628900624
27,58,1366,1452,1.14302048532206,0.155465974894552,0.136013288380171,1187.02269399707,1833.33235724744
28,59,1095,1202,1.25187568410229,0.162984079405442,0.130191904416065,439.940639269406,1876.60091324201
29,60,1785,1222,1.26233794081987,0.190575386941226,0.150970180629643,1862.27394957983,1916.70700280112
30,61,1344,1565,1.18033574960167,0.178347447928588,0.151098912312683,573.417410714286,1912.14360119048
31,62,1404,1644,1.24720229915102,0.172678916922451,0.13845301362898,1317.62535612536,1938.67735042735
